G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,Name,3P,3PA,3P%,2P,2PA,2P%,eFG%,ORB,DRB
35,27,30.3,5.7,12.8,0.443,4.4,7.5,0.583,5.0,3.7,1.9,0.4,3.8,2.7,16.0,Tony Wroten,0.3,1.6,0.161,5.4,11.2,0.483,0.453,2.3,2.7
131,124,31.0,5.7,13.8,0.413,2.6,3.8,0.671,7.2,1.8,1.1,0.8,2.6,2.5,16.2,Torrey Craig,2.3,6.9,0.33,3.4,6.9,0.495,0.495,2.1,5.1
98,83,30.1,6.5,12.9,0.5,3.4,4.2,0.791,6.4,1.5,1.2,0.9,1.8,2.8,18.3,Tracy Murray,2.0,4.9,0.411,4.4,8.0,0.553,0.577,,
32,32,35.4,8.2,19.3,0.422,7.4,8.6,0.861,3.9,8.7,1.7,0.3,5.2,1.8,27.4,Trae Young,3.7,10.3,0.36,4.5,9.1,0.493,0.518,0.4,3.5
136.0,129.0,28.8,4.6,10.1,0.451,2.8,3.3,0.862,2.9,1.9,0.9,0.2,1.5,2.1,14.5,Trajan Langdon,2.5,5.9,0.426,2.1,4.3,0.486,0.575,0.8,2.1
124,122,36.3,5.7,12.4,0.456,3.2,3.9,0.809,3.1,5.6,1.8,0.1,2.6,2.5,16.6,Travis Best,2.1,5.3,0.393,3.6,7.1,0.503,0.54,,
120,89,31.4,4.3,10.2,0.416,3.2,3.8,0.837,3.1,5.1,1.3,0.1,1.9,2.1,14.1,Travis Diener,2.4,5.7,0.413,1.9,4.5,0.42,0.532,0.5,2.6
86,71,27.4,4.3,9.8,0.434,3.8,4.9,0.774,4.8,1.7,0.7,0.4,2.0,2.8,13.2,Travis Hansen,0.9,2.4,0.369,3.4,7.4,0.455,0.479,1.4,3.4
124,73,19.2,2.6,5.0,0.518,1.0,1.6,0.622,6.0,1.1,0.6,1.4,1.4,2.5,6.1,Travis Knight,0.0,0.0,0.0,2.6,4.9,0.522,0.518,2.8,4.1
128,84,22.2,3.3,6.6,.504,1.4,1.8,.798,4.1,0.7,0.6,0.7,0.9,2.3,8.2,Travis Wear,0.2,0.4,.400,3.2,6.2,.511,.516,1.6,2.5
72,16,27.2,4.7,10.1,.461,3.6,5.5,.647,8.6,0.9,1.1,0.4,1.9,2.3,13.4,Tremaine Fowlkes,0.5,1.8,.263,4.2,8.2,.506,.486,,
84,57.0,36.2,6.9,14.6,0.471,4.1,5.3,0.779,8.2,4.5,1.1,0.7,3.4,1.8,19.4,Trenton Hassell,1.5,4.2,0.345,5.4,10.4,0.523,0.521,2.7,5.7
140,102,25.4,4.4,10.2,0.432,3.2,4.6,0.691,5.8,1.4,0.8,0.2,1.4,2.1,13.4,Treveon Graham,1.4,4.0,0.354,3.0,6.2,0.483,0.502,2.1,3.7
25,23,31.6,4.3,10.0,0.426,2.3,4.5,0.504,6.5,2.1,1.7,0.4,3.2,2.8,11.6,Trevor Ariza,0.7,3.0,0.237,3.6,7.0,0.509,0.462,2.4,4.0
134,134,28.4,5.1,9.2,0.559,2.4,3.9,0.624,7.9,1.7,1.1,1.9,1.9,2.3,12.9,Trevor Booker,0.2,0.5,0.324,5.0,8.6,0.574,0.569,3.0,4.9
73,71,35.7,6.0,13.3,0.45,3.1,4.0,0.777,3.3,5.7,1.3,0.5,2.5,1.7,16.9,Trey Burke,1.8,5.0,0.367,4.2,8.3,0.499,0.519,0.6,2.7
36,21,23.0,3.3,6.7,0.488,2.1,2.8,0.735,5.2,1.1,0.5,0.4,1.1,1.6,8.7,Trey Lyles,0.1,0.8,0.138,3.1,5.9,0.536,0.496,1.8,3.4
89,81,29.5,6.0,12.8,0.469,2.8,3.8,0.729,7.8,1.4,1.0,1.3,2.6,2.2,15.7,Trey Thompkins,0.9,2.5,0.357,5.1,10.3,0.496,0.504,2.0,5.8
128,99,25.5,3.6,8.2,0.439,4.1,5.0,0.816,2.8,1.3,0.6,0.1,1.7,1.8,12.7,Tristan Thompson,1.4,3.6,0.396,2.2,4.6,0.472,0.526,0.6,2.1
125,57,16.9,2.4,6.1,0.389,0.5,0.7,0.782,2.1,0.4,0.6,0.1,0.6,1.3,7.3,Troy Daniels,2.0,5.2,0.386,0.4,0.9,0.404,0.553,0.5,1.6
57.0,48.0,33.5,6.9,17.6,0.391,2.8,3.5,0.806,3.8,2.2,1.3,0.0,2.2,1.6,20.6,Troy Hudson,4.0,10.8,0.371,2.9,6.8,0.423,0.504,,
94,93,35.1,7.2,14.6,0.496,6.2,8.0,0.777,9.8,1.7,1.2,1.3,3.0,2.9,21.4,Troy Murphy,0.7,2.0,0.335,6.6,12.5,0.522,0.52,2.7,7.1
37,37,9.2,0.6,0.9,0.618,0.3,0.4,0.733,1.9,0.1,0.2,0.3,,,1.4,Troy Williams,0.0,0.0,,0.6,0.9,0.618,0.618,,
105,76,26.4,3.5,8.0,0.435,1.1,1.4,0.788,3.0,3.7,1.2,0.0,1.4,1.9,9.6,Ty Jerome,1.6,4.0,0.392,1.9,3.9,0.479,0.534,0.3,2.8
105,95,27.0,4.4,8.5,0.517,3.2,4.1,0.78,2.9,5.8,1.8,0.1,2.1,2.0,13.1,Ty Lawson,1.1,2.6,0.403,3.3,5.9,0.568,0.579,0.6,2.3
137,101,25.6,4.0,8.9,.446,3.5,4.3,.820,5.7,1.1,0.4,0.3,1.9,2.6,12.6,Tyler Cavanaugh,1.1,3.0,.372,2.8,5.9,.485,.510,1.6,4.1
75,74,30.0,4.6,10.0,0.455,2.9,3.9,0.732,3.9,1.8,0.8,0.1,1.7,1.8,14.1,Tyler Dorsey,2.1,5.0,0.416,2.5,5.1,0.493,0.558,1.1,2.8
34,34,35.7,4.4,10.6,0.411,3.4,4.4,0.765,3.4,5.5,2.1,0.2,1.7,2.0,12.9,Tyler Ennis,0.9,2.5,0.353,3.5,8.1,0.429,0.453,0.8,2.6
142,141,30.9,6.6,12.3,0.536,6.9,8.7,0.791,8.6,1.1,1.3,0.5,2.1,2.5,20.2,Tyler Hansbrough,0.1,0.3,0.316,6.5,12.1,0.541,0.539,3.4,5.2
37,37,32.6,5.0,10.9,0.462,2.4,2.5,0.935,4.5,2.5,1.1,0.3,1.6,1.3,14.0,Tyler Herro,1.6,4.6,0.355,3.4,6.3,0.538,0.536,0.4,4.1
5,5,1.2,0.2,0.6,0.333,0.0,0.0,,0.6,0.2,0.2,0.0,0.0,,0.6,Tyler Johnson,0.2,0.2,1.0,0.0,0.4,0.0,0.5,,
71,34,33.1,3.9,8.2,0.476,2.4,2.9,0.809,7.4,1.6,1.1,1.6,1.5,2.6,11.6,Tyler Lydon,1.4,3.5,0.4,2.5,4.8,0.531,0.56,2.0,5.4
72,35,30.1,3.6,8.4,0.427,2.9,3.4,0.846,2.4,5.3,1.2,0.1,1.5,1.7,11.3,Tyler Ulis,1.2,3.3,0.371,2.4,5.1,0.462,0.499,0.5,1.9
117,75,23.0,4.7,8.6,0.543,3.5,4.5,0.775,6.7,0.6,0.7,1.1,1.4,2.3,12.8,Tyler Zeller,0.0,0.0,0.0,4.7,8.6,0.544,0.543,2.7,4.0
37,35,29.0,6.2,13.6,0.455,3.7,5.2,0.711,5.4,3.9,2.1,0.8,3.6,2.4,17.1,Tyreke Evans,0.9,3.4,0.274,5.3,10.3,0.514,0.489,1.3,4.1
126,120,30.9,6.0,10.3,0.579,4.0,5.7,0.692,11.0,1.0,0.8,0.5,2.7,3.3,15.9,Tyrone Hill,0.0,0.0,0.0,6.0,10.3,0.58,0.579,4.0,8.2
65,55,33.0,5.8,14.9,0.389,3.1,4.4,0.715,6.4,1.5,1.4,0.6,1.8,2.1,16.2,Tyrone Nesby,1.4,4.7,0.307,4.4,10.2,0.427,0.438,,
129,114,31.6,4.6,11.0,0.415,2.6,4.2,0.613,5.2,3.4,1.1,0.4,2.2,2.5,12.6,Tyrone Wallace,0.9,3.1,0.292,3.6,7.9,0.464,0.457,1.0,4.2
99,96,33.7,5.7,12.7,0.446,3.2,4.0,0.788,3.4,4.4,1.6,0.1,3.6,2.3,15.9,Tyronn Lue,1.5,4.1,0.356,4.2,8.6,0.489,0.504,,
32,21,25.9,4.8,7.8,0.608,2.8,4.3,0.657,9.2,1.3,1.0,3.1,1.8,2.6,12.3,Tyrus Thomas,0.0,0.0,1.0,4.7,7.8,0.606,0.61,2.8,6.4
146,126,27.7,3.8,7.9,0.477,2.5,3.5,0.708,2.2,3.9,1.2,0.2,2.6,2.1,10.8,Tyshawn Taylor,0.8,2.2,0.37,3.0,5.7,0.518,0.529,0.3,1.9
125,97,29.3,3.9,8.1,0.481,3.6,4.5,0.805,3.0,5.2,1.8,0.1,2.7,2.2,12.1,Tyus Edney,0.8,2.0,0.383,3.1,6.0,0.513,0.529,,
39,39,33.9,3.5,8.3,0.417,3.7,4.2,0.889,3.5,5.6,1.5,0.1,1.9,1.2,11.8,Tyus Jones,1.2,3.2,0.379,2.3,5.1,0.44,0.489,0.5,3.0
130,125,24.9,4.9,8.3,0.584,4.0,5.9,0.666,6.4,1.1,0.8,0.9,2.3,3.1,13.7,Udonis Haslem,0.0,0.0,0.0,4.9,8.3,0.586,0.584,2.4,4.5
136,69,18.4,3.2,5.3,.610,0.8,1.9,.455,3.7,0.7,0.3,0.6,1.1,1.9,7.3,Vernon Macklin,0.0,0.0,.000,3.2,5.3,.611,.610,1.6,2.1
130,47.0,32.3,7.1,15.3,0.462,3.9,5.4,0.715,3.7,3.0,1.6,0.2,2.4,2.3,18.8,Vernon Maxwell,1.5,4.1,0.375,5.9,11.8,0.476,0.487,,
104,75,24.6,3.9,7.3,0.538,2.5,3.5,0.716,5.2,1.7,1.5,0.5,2.0,2.4,10.7,Victor Oladipo,0.5,1.4,0.338,3.4,5.9,0.585,0.57,2.0,3.2
112,84.0,29.4,7.7,16.2,0.475,4.0,6.2,0.637,8.5,1.0,1.0,2.5,2.5,3.0,20.0,Vin Baker,0.7,2.2,0.3,7.0,14.0,0.502,0.495,,
103,80,26.0,4.7,8.5,0.547,2.0,2.8,0.705,4.5,1.9,1.1,0.8,1.2,1.8,12.3,Vince Carter,1.0,2.6,0.368,3.7,5.9,0.625,0.603,,
127,125,30.4,4.8,11.0,0.44,2.6,3.8,0.687,6.8,2.3,1.7,1.0,2.2,1.9,13.7,Vincent Yarbrough,1.4,4.1,0.34,3.4,6.8,0.5,0.504,2.3,5.0
56,30.0,30.5,7.3,12.1,0.603,5.2,7.2,0.725,6.9,1.4,0.5,1.0,4.2,3.7,19.9,Vitaly Potapenko,0.0,0.1,0.167,7.3,12.0,0.607,0.604,,
61,22,21.7,3.5,8.7,0.405,1.3,1.9,0.669,2.2,1.4,0.9,0.2,1.4,1.4,10.1,Von Wafer,1.8,4.9,0.365,1.7,3.8,0.457,0.508,0.4,1.8
103,97,34.3,5.4,12.7,0.423,3.3,4.7,0.699,4.0,4.4,2.3,0.3,3.5,2.8,15.3,Vonteego Cummings,1.3,3.9,0.334,4.1,8.8,0.463,0.474,,
127,126,29.7,5.7,12.7,0.448,3.0,3.7,0.802,3.8,2.5,1.4,0.3,1.9,2.6,16.6,Voshon Lenard,2.2,5.9,0.366,3.5,6.8,0.521,0.534,1.0,2.7
54.0,50.0,23.3,6.9,14.6,0.475,3.3,4.2,0.781,3.8,4.7,1.2,0.1,2.8,2.3,17.1,Walker Russell,,,,,,,,,
105,80,30.4,6.4,12.5,0.512,2.9,3.5,0.809,6.3,2.2,0.8,0.8,2.4,2.7,17.6,Wally Szczerbiak,1.9,4.5,0.431,4.4,8.0,0.558,0.59,,
105,86,30.4,5.6,11.9,0.466,3.7,4.8,0.762,4.6,3.9,1.7,0.8,3.6,3.2,16.2,Walt Williams,1.5,4.1,0.359,4.1,7.8,0.522,0.528,1.5,3.0
103,69,20.5,3.4,6.6,0.515,1.6,2.4,0.684,5.1,1.8,0.9,1.0,1.8,2.7,9.2,Walter Mccarty,0.7,1.8,0.401,2.7,4.8,0.557,0.569,1.7,2.1
115,112,28.5,5.4,11.6,0.463,2.0,2.5,0.809,4.1,2.2,0.9,0.1,1.5,1.5,14.7,Wayne Ellington,2.0,5.0,0.397,3.4,6.6,0.513,0.549,1.1,3.0
109,108,29.5,3.9,8.9,0.436,1.8,2.8,0.632,3.0,2.6,0.7,0.4,1.9,2.0,11.0,Wayne Selden,1.5,4.1,0.366,2.4,4.8,0.494,0.519,0.9,2.1
106,69,26.6,5.5,9.9,0.558,3.9,5.0,0.784,8.3,0.9,0.7,0.7,1.7,2.3,15.0,Wayne Simien,0.1,0.2,0.24,5.5,9.7,0.566,0.561,2.8,5.5
75,30,20.3,2.0,4.6,0.426,0.9,1.5,0.622,5.1,0.6,0.5,1.0,0.9,2.7,5.7,Wenyen Gabriel,0.8,2.3,0.367,1.1,2.3,0.483,0.516,1.7,3.4
52,8,8.8,0.5,1.0,0.529,0.6,1.2,0.508,1.5,0.1,0.2,0.3,0.3,1.4,1.6,Wesley Johnson,0.0,0.0,,0.5,1.0,0.529,0.529,0.7,0.8
127,118,30.2,4.0,9.1,0.444,4.3,5.4,0.799,4.9,2.1,1.2,0.3,2.2,2.3,13.2,Wesley Matthews,0.8,2.3,0.341,3.2,6.8,0.48,0.488,1.6,3.4
108,53.0,35.0,7.1,14.2,0.504,2.4,3.2,0.747,6.5,2.6,1.0,0.8,2.4,1.7,19.1,Wesley Person,2.4,5.5,0.441,4.7,8.7,0.543,0.589,,
70,59,32.9,5.7,12.0,0.471,2.7,3.7,0.733,6.5,2.9,1.5,0.6,2.3,2.2,15.2,Will Barton,1.1,3.6,0.299,4.6,8.4,0.546,0.517,1.7,4.8
101.0,37.0,21.8,3.1,8.1,0.385,2.0,2.7,0.739,2.1,2.1,0.9,0.0,2.0,1.9,9.4,Will Bynum,1.2,3.9,0.31,1.9,4.2,0.453,0.459,0.5,1.7
94,64,29.1,5.0,12.7,0.392,3.0,4.1,0.717,2.8,2.6,1.2,0.4,3.4,2.5,15.2,Will Solomon,2.3,6.2,0.366,2.7,6.5,0.418,0.482,0.7,2.8
74,39,25.5,4.1,8.7,0.47,2.2,2.8,0.784,2.8,3.8,1.2,0.0,2.2,1.9,11.9,William Avery,1.5,4.0,0.369,2.6,4.8,0.554,0.553,0.6,1.3
105,70,24.5,3.3,5.6,0.593,1.4,2.8,0.508,6.2,0.9,1.1,2.2,1.2,2.3,8.0,Willie Cauley-stein,0.0,0.0,,3.3,5.6,0.593,0.593,2.4,3.9
124,119,30.0,5.2,11.4,0.461,2.9,3.8,0.757,4.2,2.2,0.9,0.3,2.0,2.3,14.3,Willie Green,1.0,2.8,0.352,4.3,8.6,0.495,0.503,1.0,3.1
67,54,24.7,4.1,7.1,0.574,2.0,4.1,0.5,6.3,0.5,0.5,1.7,1.4,2.4,10.2,Willie Reed,0.0,0.0,,4.1,7.1,0.574,0.574,2.1,4.2
59,52,31.1,5.1,11.4,0.445,2.0,3.0,0.659,7.1,1.2,0.7,1.5,1.8,2.9,12.9,Wilson Chandler,0.8,2.6,0.303,4.3,8.8,0.487,0.48,1.9,5.2
36,36,27.5,4.5,9.8,0.458,2.5,3.2,0.783,4.4,1.5,1.5,0.5,1.9,1.8,13.4,Xavier Henry,1.9,4.6,0.418,2.6,5.3,0.492,0.555,1.2,3.2
45,40,32.5,5.4,11.9,0.456,3.8,5.9,0.65,6.0,1.0,0.8,0.1,1.9,2.8,15.5,Yakhouba Diawara,0.8,2.2,0.343,4.7,9.7,0.482,0.488,3.0,3.0
122,118,34.0,5.1,11.9,0.43,2.7,3.6,0.745,3.2,3.1,2.0,0.2,2.2,1.8,14.6,Zabian Dowdell,1.7,4.7,0.367,3.4,7.2,0.471,0.502,0.7,2.6
39,0,17.3,3.5,5.3,0.652,2.8,3.8,0.743,5.9,0.4,0.5,1.8,1.5,2.7,10.0,Zach Collins,0.3,0.5,0.476,3.2,4.8,0.672,0.676,1.7,4.2
37,1,24.4,3.4,7.8,0.441,1.3,1.8,0.691,2.5,1.8,0.9,0.2,1.1,2.0,9.4,Zach Lavine,1.3,3.5,0.375,2.1,4.3,0.494,0.524,0.5,2.1
33,8,19.8,4.2,7.1,0.587,2.4,3.8,0.635,6.7,1.0,0.7,0.7,1.6,1.8,10.8,Zach Randolph,0.0,0.0,0.0,4.2,7.1,0.59,0.587,3.1,3.6
114,87.0,31.3,5.1,10.8,0.475,5.6,8.0,0.704,8.3,0.5,0.6,0.8,2.8,2.2,15.9,Zendon Hamilton,0.0,0.1,0.0,5.1,10.7,0.478,0.475,,
33,33,30.0,9.0,13.2,0.68,3.9,6.2,0.64,8.9,2.1,2.1,1.8,2.4,2.1,22.6,Zion Williamson,0.7,2.2,0.338,8.2,11.0,0.747,0.708,3.5,5.4
